"Внешний ID","категорія","назва укр","назва рос","ціна"
"","Хміль для пива","Хмель Saaz Late (Жатецкий), А-2%","Хмель Saaz Late (Жатецкий), А-2%","1740.0000"
"4007","Солод для пива","Солод BEST Black Malt eXtra 0.25 кг","Солод BEST Black Malt eXtra 0.25 кг","33.0000"
"","Хміль для пива","","Хмель Styrian Golding, A-3.8%","1240.0000"
"45052-10","ДОМАШНЯ ПИВОВАРНЯ","Домашня пивоварня Braumeister 50L PLUS PRO Комплект","Домашня пивоварня Braumeister 50L PLUS PRO Комплект","209150.0000"
"20009","Комплектуючі","Кран зливний SPEIDEL (пластик) diam. 15","Кран зливний SPEIDEL (пластик) diam. 15","493.0000"
"69315","Комплектуючі","Шаровый кран из нержавеющей стали для Fermentegg 250 л и 600 л","Шаровий кран з нержавіючої сталі для Fermentegg 250 л та 600 л","4350.0000"
"407","Хміль для пива","Хміль Стіріан Голдінг (Styrian Golding) α-3,8% 50г","Хміль Стіріан Голдінг (Styrian Golding) α-3,8% 50г","70.0000"
"22200","Подрібнювачі для фруктів","Подрібнювач яблук та груш для соку","Подрібнювач яблук та груш для соку","57735.0000"
"4090","Хміль для пива","Ароматний хміль Strisselspalt α-2,0%, 50g","Ароматний хміль Strisselspalt , гранули α-2,0%, 50g","70.0000"
"","","","Strisselspalt hops, kg","1050.0000"
"66713","Аксесуари для пивоварні","Пристрій перекачування сусла для Braumeister 50L","Пристрій перекачування сусла для Braumeister 50L","5460.0000"
"66712","Аксесуари для пивоварні","Пристрій перекачування сусла для Braumeister 20L","Пристрій перекачування сусла для Braumeister 20L","4860.0000"
"414","","Оренда складу ТЦ Мега Сіті","Оренда складу ТЦ Мега Сіті","11700.0000"
"415","","Услуги ответственного хранения","Услуги ответственного хранения","1.0000"
"416","","Зарплата","Зарплата","1.0000"
"4175","Солод для віскі","Солод BEST Chit Malt","Солод BEST Chit Malt","83.5000"
"418","Пивні дріжжі","Пивні дріжджі SafAle BE-256 (Abbaye) 500 g","Пивні дріжджі SafAle BE-256 (Abbaye) 500 g","1.0000"
"4199","Солод для пива","Солод BEST Vienna (Віденський)","Солод BEST Vienna (Віденський)","79.5000"
"420","Аксесуари для пивоварні","Підставка під Braumeister 20 / 50 L","Підставка під Braumeister 20 / 50 L","6750.0000"
"77367","ЦКТ","Ємність для бродіння з конічним дном 30L","Ємність для бродіння з конічним дном 30L","13275.0000"
"72898","Аксесуари для пивоварні","Ківш для солоду","Ківш для солоду","540.0000"
"423","Подрібнювачі для фруктів","Професійний подрібнювач для фруктів до 5000 кг/год","Професійний подрібнювач для фруктів до 5000 кг/год","157500.0000"
"","","Хмель TRADITION, 5kg","Хмель TRADITION, 5kg","1400.0000"
"4250","Солод для пива","Солод BEST Caramel Hell","Солод BEST Caramel Hell","87.6000"
"4267","Солод для пива","Солод BEST Roasted Barley 0.25кг","Солод BEST Roasted Barley 0.25кг","38.5000"
"427","","","Корректировка баланса","1.0000"
"428","","Выплата дивидентов","Выплата дивидентов","1.0000"
"","Тара и упаковка","","Скотч","30.0000"
"430","ОБЛАДНАННЯ ТА МАТЕРІАЛИ","Ласты LEADERFINS КАРБОН","Ласты LEADERFINS КАРБОН","1.0000"
"47014","КЕГи для сидру","КЕГ для сидру, 50 л","КЕГ для сидру, 50 л","16400.0000"
"47009","Пивні КЕГи та комплектуючі","Щітка для КЕГ","Щітка для КЕГ","1440.0000"
"63286","Преси для соку","Мішок для пресу 90 л","Мішок для пресу 90 л","3038.0000"
"47057-0","Охолодження і розлив для пива та напоїв","Редуктор СО2 регульований, Німеччина","Редуктор СО2 регульований, Німеччина","4140.0000"
"63230","Преси для соку","Мішок для пресу 20 л","Мішок для пресу 20 л","2058.0000"
"437","Преси для соку","Мішок для пресу 40 л","Мішок для пресу 40 л","2401.0000"
"63840","Преси для соку","Мішок для пресу 180 л","Мішок для пресу 180 л","4018.0000"
"63226","Преси для соку","Мембрана гідропресу 20 л","Мембрана гідропресу 20 л","5074.0000"
"63272","Преси для соку","Мембрана гідропресу 40 л","Мембрана гідропресу 40 л","6020.0000"
"63285","Преси для соку","Мембрана гидропресса 90 л","Мембрана гідропресу 90 л","7800.0000"
"63831","Преси для соку","Мембрана гидропресса 180 л","Мембрана гідропресу 180 л","8815.0000"
"77368","ЦКТ","Ємність для бродіння з конічним дном 65L","Ємність для бродіння з конічним дном 65L","14760.0000"
"22620-01","Преси для соку","Гідравлічний прес з нержавіючої сталі 20 л","Гідравлічний прес з нержавіючої сталі 20 л","42970.0000"
"22600-01","Преси для соку","Гидравлический пресс из нержавеющей стали 40 л","Гідравлічний прес із нержавіючої сталі 40 л","51114.0000"
"22690","Преси для соку","Прес для соку гідравлічний 90 л","Прес для соку гідравлічний 90 л","60500.0000"
"22618","Преси для соку","Гидравлический пресс 180 л","Гідравлічний прес 180 л","143600.0000"
"77369","ЦКТ","Ємність для бродіння з конічним дном 120L","Ємність для бродіння з конічним дном 120L","19740.0000"
"","ВИРОБНИЦТВО КВАСУ","","Мини-завод по производству кваса 3000 л/сутки","23000.0000"
"453","","SEO-оптимизация","SEO-оптимизация","1.0000"
"4540","Дріжджі для віскі","Дріжджі для віскі SafSpirit USW-6, 500g (American Whiskey)","Дріжджі для віскі SafSpirit USW-6, 500g (American Whiskey)","2730.0000"
"455","Пивні дріжжі","Пивні дріжджі SAFALE WB-06, 500g","Пивні дріжджі SAFALE WB-06, 500g","3500.0000"
"456","","Курьерская доставка","Курьерская доставка","1.0000"
"457","","Фрахт","Фрахт","1.0000"
"458","","Реклама Google","Реклама Google","1.0000"
"459","","VPS OneboxVPS 4G на 1год","VPS OneboxVPS 4G на 1год","1.0000"
"66733","Аксесуари для пивоварні","Low-Oxygen кришка для Braumeister 50L","Low-Oxygen кришка для Braumeister 50L","5400.0000"
"462","","Банковские услуги","Банковские услуги","1.0000"
"21021","Комплектуючі","Кришка для круглих бочок 60-120 л","Кришка для круглих бочок 60-120 л","1575.0000"
"21015","Комплектуючі","Заглушка різьбова з прокладкою","Заглушка різьбова з прокладкою","140.0000"
