"Внешний ID","назва укр","ціна"
"47150","Контейнер для соку повний комплект 65 літрів","13455.0000"
"47151","Контейнер для соку повний комплект 110 літрів","15300.0000"
"47152","Контейнер для соку повний комплект 170 літрів","17550.0000"
"6780","Хміль Mosaic® Brand (МОЗАІК), 1 кг","1850.0000"
"06.03.03","Хміль Mosaic® (USA) 50 g","249.0000"
"87712","Шпунт-апарат ¾“","12600.0000"
"FD-055-S Var 0081","Ємність конічна ЦКТ 120л 2,5Бар","209700.0000"
"64939","Кран нержавіючий кульовий 1""","3570.0000"
"87711","Т-адаптор для ЦКТ 2 х ¾""","6090.0000"
"87986","Кран підключення CO2 ¾“","66150.0000"
"6858","Солод карамельний BEST Caramel® Amber","83.1000"
"77400","Підставка під ємності 240 л","8600.0000"
"77397","Змійовиковий охолоджувач для ЦКТ 60-120 л","8100.0000"
"6889","Хміль ХЕРСБРУКЕР (Hersbrucker) – 1 кг.","1188.0000"
"","Профі з арома-царгой (фланець)","3650.0000"
"","Профі з арома-царгой (Кламп)","3650.0000"
"","Профі з тарельчатой ​​колпачковой царгой (фланець)","11600.0000"
"","Профі з тарельчатой ​​колпачковой царгой (Кламп)","11600.0000"
"","Гібрид Стандарт з арома-царгой","3950.0000"
"","Гібрид Преміум з арома-царгой","5700.0000"
"","Гібрид Преміум мідь з арома-царгой","9000.0000"
"","Гібрид Преміум з тарельчатой ​​колпачковой царгой","13560.0000"
"","Гібрид Преміум мідь з тарельчатой ​​колпачковой царгой","17100.0000"
"07046","Органічний солод Organic Pilsen","100.0000"
"07077","Солод органічний Organic Maris Otter PA Malt","100.0000"
"07084","Солод органічний Organic Roast Barley","160.0000"
"07091","Солод органический Organic Rye Pale Ale","100.0000"
"7107","Солод Viking Chocolate (Шоколад) 0.25кг","32.7000"
"70298","Плаваюча пневматична кришка 500мм","6300.0000"
"66609","Захист краю для Braumeister 10/20/50 L","180.0000"
"75113","Ущільнювач солодової труби Braumeister 50L","910.0000"
"S0402","Набір спецій для вермуту у стилі Campari","299.0000"
"S0401","Набір спецій для вермуту в стилі Martini","92.0000"
"S0202","Набір спецій для джину в стилі Beefeater","230.0000"
"S0209","Набір спецій для джину в стилі Bombay Sapphire","391.0000"
"S0208","Набір спецій для джину в стилі Gordon’s London Dry","212.0000"
"S0207","Набір спецій для джину в стилі Hendrick's","382.0000"
"S0203","Набір спецій для джину в стилі Monkey 47","543.0000"
"S0201","Набір спецій для джину Карпатський","325.0000"
"S0503","Набір спецій для лікеру в стилі Amaretto","303.0000"
"S0502","Набір спецій для лікеру в стилі Becherovka","106.0000"
"S0501","Набір спецій для лікеру в стилі Sambuca","104.0000"
"S0513","Набір спецій для лікеру з М'яти","100.0000"
"S0162","Набір спецій для лікеру з Шипшини","111.0000"
"S0161","Набір спецій для настойки Терновий Джин Sloe","108.0000"
"S0115","Набір спецій для настоянки Абсент","266.0000"
"S0120","Набір спецій для настоянки Аквавіт","167.0000"
"S0119","Набір спецій для настоянки Бородинська","92.0000"
"","Набір спецій для настоянки в стилі Віскі пряний 3л","107.0000"
"S0121","Набір спецій для настоянки в стилі Зубрівка","92.0000"
"S0125","Набір спецій для настоянки в стилі Латгальський Коньяк","96.0000"
"7343","Набір спецій для настоянки в стилі Ром Золотистий","107.0000"
"S0124","Набір спецій для настоянки Віскі в Ірландському стилі","113.0000"
"S0123","Набір спецій для настоянки Віскі в Шотландському стилі","113.0000"
"S0116","Набір спецій для настоянки Імбірно-лимонна","106.0000"
"S0105","Набір спецій для настоянки Калганівка","113.0000"
"S0132","Набір спецій для Настоянки Кедрова","197.0000"
"S0149","Набір спецій для настоянки Кюммель Класичний","253.0000"
"S0137","Набір спецій для настоянки Мисливська","113.0000"
"S0127","Набір спецій для настоянки Тархун","113.0000"
"S0117","Набір спецій для настоянки Українська з перцем","92.0000"
"S0101","Набір спецій для настоянки Хріновуха","105.0000"
"S1001","Набір спецій для справжнього Тоніка","98.0000"
"7473","Солод ШАТО ПІТЕД (Копчений)","45.0000"
"66627","Насос (Помпа) для Braumeister 10/20/50 L","5400.0000"
"77329","Насос перекачування сусла для Braumeister 200/500/1000 L","35100.0000"
"750","TurboSMS — кредити CMC","1.0000"
"7510","Дріжджі Кодзі Меллоу (Mellow) 1кг","1.0000"
"7527","Солод ШАТО ПЕЙЛ ЕЛЬ® (Pale Ale)","52.0000"
"77490","Підставка для Braumeister 50l","10500.0000"
"7558","Цукор світлий карамельний 0,5 кг","75.0000"
"7565","БІЛИЙ КАРАМЕЛЬНИЙ ЦУКОР (КУСКИ), 25кг","2695.0000"
"7572","Мішки поліпропіленові 50 кг 105х55 см 80 г","6.5000"
"758","","16.0000"
"759","Послуга оновлення OneBox CRM+ERP MVP-2020","1.0000"
"66725","Шкала для 30 л бочки","270.0000"
"66726","Шкала для 60л бочки","270.0000"
"75187","Нержавіючий ТЕН для Braumeister 50 L","4275.0000"
"763","Солод Шато ДИСТИЛІН (CHÂTEAU DISTILLING®)","107.6000"
"7640","Пакет с застёжкой Zip lock 200*300 мм","2.9000"
"9700","Вакуумные пакеты гофрированные Besser Vacuum 100х150-90 100 шт.","2.0000"
"7664","Солод ржаной Viking Rye Malt","113.2000"
"7671","Дріжджі для віскі SafSpirit USW-6, 25g (American Whiskey)","165.0000"
"7688","Дріжджі SafSpirit™ HG-1, 0.5 кг","2320.0000"
"7695","Дріжджі для віскі DISTILAMAX® MW, 500гр","1589.0000"
"7718","Дріжджі для віскі Distilamax HT, 500g","1.0000"
"7725","Солод карамельний BEST Caramel Munich III, 0.25 кг","27.4000"
"7732","Дріжджі для віскі SafSpirit GR-2 (Grain), 25 гр","155.0000"
"7749","Дріжджі SafSpirit™ HG-1, 25 гр","155.0000"
"7770","Солод  PILSNER ZERO VIKING MALT","39.0000"
"7800","Солод карамельний Viking Caramel 300","5.3000"
"7817","Контейнер для гриля на магнітах пластиковий","1625.0000"
"7824-1","Солод жженный VIKING CHOCOLATE LIGHT MALT 0.25 кг","35.0000"
"783","Солод перловий темний VIKING PEARLED BLACK MALT","24.8000"
"784","Солод палений VIKING ROASTED BARLEY 0.25 кг","38.5000"
"785","Солод VIKING MUNICH DARK MALT","78.8000"
"786","Сухі турбо дріжджі Coobra Mega Pack 100L","390.0000"
"787","Спиртові турбо дріжджі Coobra 24 Basic","1.0000"
"788","Спиртовіе турбо дріжджі Coobra 48 Basic","139.0000"
"789","Турбо дріжджі Coobra 7","1.0000"
"C-T3","Турбо дріжджі Coobra Т3 Basic","88.0000"
"792","Сухі турбо дріжджі Coobra Pure","1.0000"
"793","Активні турбо дріжджі Coobra Basic Vodka","1.0000"
"795","Дріжджі для меду Coobra Mjоd (мёд)","1.0000"
"796","Дріжджі винні Сoobra Cider (сидр)","1.0000"
"Д-SF-T3","Сухі турбо дріжджі Sp. Ferm Т3","128.0000"
"Д-SF-E8","Турбо дрожжи Sp. Ferm Extreme 8 kg","135.0000"
"ДФ-SF","Фруктові турбо дріжджі Sp. Ferm Turbo Fruit","99.0000"
"ДВ-SAW","Сухі дріжджі Spirit Ferm aromatic wine complex","88.0000"
"802","Сухі винні дріжджі Spirit Ferm wino bayanus G995","1.0000"
"803","Турбо дріжджі Mixerman Jaskraft 7","100.0000"
"8067","","8.0000"
"8074","","0.1479"
"8081","Дріжджі винні Lalvin V1116, 500 гр.","1380.0000"
"S0606","Набір спецій для горілки OUZO (3 Л)","343.0000"
"S0608","Набір спецій для горілки Гданська М'ятна (3 Л)","140.0000"
"S0607","Набір спецій для горілки Гданська Святого Духа (3 л)","347.0000"
"S0602","Набір спецій для горілки Гданська Татарське Зілля (3 л)","257.0000"
"S0605","Набір спецій для Горілки Журавлинної (3 л)","220.0000"
"S0609","Набір спецій для Горілки Малинової (3 л)","369.0000"
"S0603","Набір спецій для Горілки Смородинової (3 л)","266.0000"
"S0604","Набір спецій для Горілки Чорничної (3 л)","422.0000"
"S0301","Набір спецій для Глінтвейну (0.7 л)","69.0000"
"S0508","Набір спецій для лікеру Navarro (3 л)","440.0000"
"S0507","Набір спецій для лікеру у стилі Blue Curacao (3 л)","366.0000"
"S0504","Набір спецій для лікеру в стилі  Єгермайстер 3.5 л","634.0000"
"S0505","Набір спецій для Лікера Туніський Тібарін (3 л)","150.0000"
"S0104","Набір спецій для настоянки у стилі Джин (3 л)","118.0000"
"S0157","Набір спецій для настоянки Джинджура (3 л)","318.0000"
